order_date,model,qty,unit_price,note,source_file
2025-12-19,LS-DVI19M-HDMI-1.5M,1200,,,23998__new order-2025-1219.xlsx
2025-12-19,LS-HDMI-AC20-2M,900,,,23998__new order-2025-1219.xlsx
2025-12-19,LS-HDAOC-20M,50,,,23998__new order-2025-1219.xlsx
2025-12-19,LS-HAP21AOC-20M,30,,remark=VR,23998__new order-2025-1219.xlsx
2025-12-19,LS-USB2.0-AMAF-S1M,5000,,,23998__new order-2025-1219.xlsx
2025-12-19,LS-USB3.0-AMBM-1.8M,650,,,23998__new order-2025-1219.xlsx
2025-12-19,LS-ANT-MMG-15M,360,,,23998__new order-2025-1219.xlsx
2025-12-19,LS-2RST-1.5M,500,,,23998__new order-2025-1219.xlsx
2025-12-19,LS-ST-MM-5M,900,,yellow_highlight,23998__new order-2025-1219.xlsx
2025-12-19,LS-DP14N-2M,400,,,23998__new order-2025-1219.xlsx
2025-12-19,LS-DP14N-3M,300,,,23998__new order-2025-1219.xlsx
2025-12-19,LS-MDP192-2M,220,,,23998__new order-2025-1219.xlsx
2025-12-19,LS-MDP192-5M,100,,,23998__new order-2025-1219.xlsx
2025-12-19,LS-DP192-2M,800,,,23998__new order-2025-1219.xlsx
2025-12-19,LS-DP192-5M,400,,,23998__new order-2025-1219.xlsx
2025-12-19,LS-EXT310,160,,yellow_highlight,23998__new order-2025-1219.xlsx
2025-12-19,LS-FMD-LCLC-10M,150,,,23998__new order-2025-1219.xlsx
2025-12-19,LS-OM3-LCLC-10M,600,,,23998__new order-2025-1219.xlsx
2025-12-19,LS-OM4-LCLC-1M,150,,,23998__new order-2025-1219.xlsx
2025-12-19,LS-FSD-LCLC-10M,100,,,23998__new order-2025-1219.xlsx
2025-12-19,LS-FSD-LCLC-15M,80,,,23998__new order-2025-1219.xlsx
2025-12-19,LS-FSD-LCSC-3M,220,,,23998__new order-2025-1219.xlsx
2025-12-19,LS-FSD-SCSC-30M,30,,,23998__new order-2025-1219.xlsx
2025-12-19,LS-68R,300,,,23998__new order-2025-1219.xlsx
2025-12-19,LS-68RP-EZ,200,,,23998__new order-2025-1219.xlsx
2025-12-19,LS-STR-R10,300,,,23998__new order-2025-1219.xlsx
2025-12-19,LS-WP161P,1080,,,23998__new order-2025-1219.xlsx
2025-12-19,LS-OUTLET-WP24N,1000,,,23998__new order-2025-1219.xlsx
2025-12-19,LSP-GKTVM-UWLED,1000,,,23998__new order-2025-1219.xlsx
2025-12-19,LSP-6IC-UJW,5000,,,23998__new order-2025-1219.xlsx
2025-12-19,LSP-EIC-FJM,3000,,,23998__new order-2025-1219.xlsx
2025-12-19,LSP-6IC-FED4,1000,,,23998__new order-2025-1219.xlsx
2025-12-19,LS-CAT7-750,24000,,,23998__new order-2025-1219.xlsx
2025-12-19,LS-F850N,500,,,23998__new order-2025-1219.xlsx
2025-12-19,LS-300H,50,,,23998__new order-2025-1219.xlsx
2025-12-19,LS-300HR *바퀴포함*,50,,,23998__new order-2025-1219.xlsx
2025-12-19,LS-500H,50,,,23998__new order-2025-1219.xlsx
2025-12-19,LS-1200H,20,,,23998__new order-2025-1219.xlsx
2025-12-19,LS-750HB,30,,,23998__new order-2025-1219.xlsx
2025-12-19,LS-1200HB,20,,,23998__new order-2025-1219.xlsx
2025-12-19,LS-1800HB,20,,,23998__new order-2025-1219.xlsx
2025-12-19,LS-240HM,30,,,23998__new order-2025-1219.xlsx
2025-12-19,LS-500HS,20,,,23998__new order-2025-1219.xlsx
2025-12-19,LS-1200HS,20,,,23998__new order-2025-1219.xlsx
2025-12-19,LS-1800HS,10,,,23998__new order-2025-1219.xlsx
2025-12-19,LS-2000HS,10,,,23998__new order-2025-1219.xlsx
2025-12-19,LS-2000HO,10,,,23998__new order-2025-1219.xlsx
2025-12-19,LS-1200HQ,10,,,23998__new order-2025-1219.xlsx
2025-12-19,LS-SHE-1220HG,100,,,23998__new order-2025-1219.xlsx
2025-12-19,LS-SSHE-1220H,30,,,23998__new order-2025-1219.xlsx
2025-12-19,LS-SHE-1220HB,100,,,23998__new order-2025-1219.xlsx
2025-12-19,LS-SSHE-1220HB,50,,,23998__new order-2025-1219.xlsx
2025-12-19,LS-FSB,200,,,23998__new order-2025-1219.xlsx
2025-12-19,LS-VM19,100,,,23998__new order-2025-1219.xlsx
2025-12-19,LS-BPA-S2UB,100,,,23998__new order-2025-1219.xlsx
2026-01-19,LS-5UTPD-10MG,1200,,,24373__new order-2026-0119.xlsx
2026-01-19,LS-5UTPD-20MG,640,,,24373__new order-2026-0119.xlsx
2026-01-19,LS-5UTPD-30MG,480,,,24373__new order-2026-0119.xlsx
2026-01-19,LS-5FTPSD-BK2M,3000,,,24373__new order-2026-0119.xlsx
2026-01-19,LS-UTP5H-300MG,100,,,24373__new order-2026-0119.xlsx
2026-01-19,LS-C5OD300,100,,,24373__new order-2026-0119.xlsx
2026-01-19,LS-FTP-300MSTG,200,,,24373__new order-2026-0119.xlsx
2026-01-19,LS-5FTP-300MG,100,,,24373__new order-2026-0119.xlsx
2026-01-19,LS-F6UTPD-10MW,900,,,24373__new order-2026-0119.xlsx
2026-01-19,LS-6AUTP-10M,400,,,24373__new order-2026-0119.xlsx
2026-01-19,LS-HF707,200,,,24373__new order-2026-0119.xlsx
2026-01-19,LS-HF715,130,,,24373__new order-2026-0119.xlsx
2026-01-19,LS-7NSTPD-5M,230,,,24373__new order-2026-0119.xlsx
2026-01-19,LS-7NSTPD-30M,60,,,24373__new order-2026-0119.xlsx
2026-01-19,LS-7NSTPD-50M,80,,,24373__new order-2026-0119.xlsx
2026-01-19,LS-CAT7-50MR,100,,,24373__new order-2026-0119.xlsx
2026-01-19,LS-CAT7-80MR,100,,,24373__new order-2026-0119.xlsx
2026-01-19,LS-7SSTP-100MG,100,,,24373__new order-2026-0119.xlsx
2026-01-19,LS-USB-AMAM-1.8M,2200,,,24373__new order-2026-0119.xlsx
2026-01-19,LS-USB-AMAF-3M,1400,,remark=VR,24373__new order-2026-0119.xlsx
2026-01-19,LS-USB-AMBM-5M,900,,,24373__new order-2026-0119.xlsx
2026-01-19,LS-USB-AM5P-0.15M,1000,,,24373__new order-2026-0119.xlsx
2026-01-19,LS-USB-AMMIC-0.5M,500,,,24373__new order-2026-0119.xlsx
2026-01-19,LS-SER-9MF-1M,1500,,,24373__new order-2026-0119.xlsx
2026-01-19,LS-SER-9MF-10M,720,,,24373__new order-2026-0119.xlsx
2026-01-19,LS-PS2-6MM-1.8M,2400,,,24373__new order-2026-0119.xlsx
2026-01-19,LS-HDMI-HMM-5M,1000,,,24373__new order-2026-0119.xlsx
2026-01-19,LS-DVI19M-HDMI-2M,900,,,24373__new order-2026-0119.xlsx
2026-01-19,LS-DVI25M-1.8M,900,,,24373__new order-2026-0119.xlsx
2026-01-19,LS-HDMI-AD20-1M,1000,,,24373__new order-2026-0119.xlsx
2026-01-19,LS-DP12MM-10M,240,,,24373__new order-2026-0119.xlsx
2026-01-19,LS-CCTP-10M,300,,,24373__new order-2026-0119.xlsx
2026-01-19,LS-CCTP-20M,80,,,24373__new order-2026-0119.xlsx
2026-01-19,LS-OM3-LCLC-15M,200,,,24373__new order-2026-0119.xlsx
2026-01-19,LS-FSD-SCSC-3M,120,,,24373__new order-2026-0119.xlsx
2026-01-19,LSP-EC-HDMI,300,,,24373__new order-2026-0119.xlsx
2026-01-19,LSP-EC-HC15,300,,,24373__new order-2026-0119.xlsx
2026-01-19,LS-CON-S9F,4000,,,24373__new order-2026-0119.xlsx
2026-01-19,LSN-BOOT-COVER-GR,20000,,,24373__new order-2026-0119.xlsx
2026-01-19,LSP-EIC-UJW,3000,,,24373__new order-2026-0119.xlsx
2026-01-19,LS-P197-2410G,200,,,24373__new order-2026-0119.xlsx
2026-01-19,LS-EPLB-24P19N,200,,,24373__new order-2026-0119.xlsx
2026-01-19,LS-1000HB,20,,,24373__new order-2026-0119.xlsx
2026-01-19,LS-240HC,50,,,24373__new order-2026-0119.xlsx
2026-01-19,LS-SHE-1000HG (750H / 1000H 전용),20,,remark=VR,24373__new order-2026-0119.xlsx
2026-01-19,LS-CRM-HS1UB,100,,,24373__new order-2026-0119.xlsx
2026-03-30,LS-5UTPD-5MG,3000,,,25486__new order-2026-0330.xlsx
2026-03-30,LS-5UTPD-2MBK,850,,,25486__new order-2026-0330.xlsx
2026-03-30,LS-5UTPD-3MBK,550,,,25486__new order-2026-0330.xlsx
2026-03-30,LS-5UTPD-5MBK,500,,,25486__new order-2026-0330.xlsx
2026-03-30,LS-5UTPD-5MR,300,,,25486__new order-2026-0330.xlsx
2026-03-30,LS-C5U305BK,100,,,25486__new order-2026-0330.xlsx
2026-03-30,LS-C5U305BL,100,,,25486__new order-2026-0330.xlsx
2026-03-30,LS-C5OD300,200,,,25486__new order-2026-0330.xlsx
2026-03-30,LS-5STPD-3M,1000,,,25486__new order-2026-0330.xlsx
2026-03-30,LS-5FTPSD-BK0.2M,1000,,,25486__new order-2026-0330.xlsx
2026-03-30,LS-5SFTP-B300M,100,,,25486__new order-2026-0330.xlsx
2026-03-30,LS-6UTPD-3MG,7000,,,25486__new order-2026-0330.xlsx
2026-03-30,LS-6UTPD-7MG,1200,,,25486__new order-2026-0330.xlsx
2026-03-30,LS-6UTPD-3MY,2100,,,25486__new order-2026-0330.xlsx
2026-03-30,LS-FT6U5M,400,,,25486__new order-2026-0330.xlsx
2026-03-30,LS-6UTP-300MBK,100,,remark=VR,25486__new order-2026-0330.xlsx
2026-03-30,LS-C6OD300,100,,,25486__new order-2026-0330.xlsx
2026-03-30,LS-6STPD-20M,480,,,25486__new order-2026-0330.xlsx
2026-03-30,LS-6STPD-50M,240,,,25486__new order-2026-0330.xlsx
2026-03-30,LS-7SSTPD-5MG,1000,,,25486__new order-2026-0330.xlsx
2026-03-30,LS-7SSTPD-30MG,280,,,25486__new order-2026-0330.xlsx
2026-03-30,LS-HF703,350,,,25486__new order-2026-0330.xlsx
2026-03-30,LS-HF705,300,,,25486__new order-2026-0330.xlsx
2026-03-30,LS-HF710,300,,,25486__new order-2026-0330.xlsx
2026-03-30,LS-7SD-BK1M,1200,,,25486__new order-2026-0330.xlsx
2026-03-30,LS-7SD-BK2M,800,,,25486__new order-2026-0330.xlsx
2026-03-30,LS-CAT7-80MR,100,,,25486__new order-2026-0330.xlsx
2026-03-30,LS-USB-AMBM-3M,1400,,,25486__new order-2026-0330.xlsx
2026-03-30,LS-USB-AMBM-5M,900,,,25486__new order-2026-0330.xlsx
2026-03-30,LS-USB-AM5P-3M,1800,,,25486__new order-2026-0330.xlsx
2026-03-30,LS-USB-AM5P-1.5M,5000,,,25486__new order-2026-0330.xlsx
2026-03-30,LS-USB2.0-AMAF-S0.5M,3200,,,25486__new order-2026-0330.xlsx
2026-03-30,LS-USB2.0-AMAF-S5M,350,,,25486__new order-2026-0330.xlsx
2026-03-30,LS-SER-9FF-1.8M,3000,,,25486__new order-2026-0330.xlsx
2026-03-30,LS-SER-9FF-5M,1000,,,25486__new order-2026-0330.xlsx
2026-03-30,LS-ANT-MMG-5M,600,,,25486__new order-2026-0330.xlsx
2026-03-30,LS-CCTP-15M,100,,,25486__new order-2026-0330.xlsx
2026-03-30,LS-CCTP-50M,50,,,25486__new order-2026-0330.xlsx
2026-03-30,LS-DVI19M-1.8M,400,,,25486__new order-2026-0330.xlsx
2026-03-30,LS-DVI25M-1.8M,600,,,25486__new order-2026-0330.xlsx
2026-03-30,LS-HDMI-NEMM-3M,900,,,25486__new order-2026-0330.xlsx
2026-03-30,LS-HDMI-NEMM-15M,200,,,25486__new order-2026-0330.xlsx
2026-03-30,LS-HDMI-AD20-2M,200,,,25486__new order-2026-0330.xlsx
2026-03-30,LS-FMD-LCLC-10M,180,,,25486__new order-2026-0330.xlsx
2026-03-30,LS-PASS-DB9F,3000,,,25486__new order-2026-0330.xlsx
2026-03-30,LS-PASS-DB9M,5000,,,25486__new order-2026-0330.xlsx
2026-03-30,LSN-BOOT-COVER-Y,30000,,,25486__new order-2026-0330.xlsx
2026-03-30,LSP-GIC-FKTMT,30000,,,25486__new order-2026-0330.xlsx
2026-03-30,LSP-WP8DS-C6,500,,,25486__new order-2026-0330.xlsx
2026-03-30,LS-1200H,10,,,25486__new order-2026-0330.xlsx
2026-03-30,LS-300HB,50,,,25486__new order-2026-0330.xlsx
2026-03-30,LS-500HB,50,,,25486__new order-2026-0330.xlsx
2026-03-30,LS-750HB,20,,,25486__new order-2026-0330.xlsx
2026-03-30,LS-1000HB,20,,,25486__new order-2026-0330.xlsx
2026-03-30,LS-1200HB,20,,,25486__new order-2026-0330.xlsx
2026-03-30,LS-1600HB,10,,,25486__new order-2026-0330.xlsx
2026-03-30,LS-1800HB,10,,,25486__new order-2026-0330.xlsx
2026-03-30,LS-2000HB,10,,,25486__new order-2026-0330.xlsx
2026-03-30,LS-750HS,10,,,25486__new order-2026-0330.xlsx
2026-03-30,LS-1800HS,20,,,25486__new order-2026-0330.xlsx
2026-03-30,LS-FSI,200,,,25486__new order-2026-0330.xlsx
2026-06-12,LS-UTP5H-300MG,200,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-UTP5H-300MBK,150,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-C5U305G,300,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-C5U305Y,100,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-FTP-300MSTG,200,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-6UTP-300MBK,100,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-6FTP-100MG,100,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-6SFTP-300M,100,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-5UTPD-2MG,5100,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-5UTPD-3MG,4400,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-5UTPD-5MG,5000,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-5UTPD-10MG,1800,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-5UTPD-20MG,640,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-5UTPD-30MG,480,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-5UTPD-50MG,160,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-5UTPD-5MB,1000,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-5UTPD-7MB,400,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-5UTPD-10MB,600,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-5UTPD-3MY,1100,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-5UTPD-5MY,600,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-5UTPD-7MY,400,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-5UTPD-3MBK,1100,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-5FTPSD-BK2M,3000,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-5FTPSD-BK1M,1600,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-5STPD-3M,2000,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-5STPC-2M,1200,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-5STPC-3M,600,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-6UTPD-15MG,2100,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-6UTPD-20MG,2000,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-6UTPD-30MG,420,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-6UTPD-5MR,900,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-F6UTPD-0.5MW,2000,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-F6UTPD-15MW,350,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-F6UTPD-20MW,420,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-SL6-5W,500,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-6STPD-1M,4500,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-6STPD-2M,4500,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-6STPD-3M,3500,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-6STPD-5M,3000,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-6STPD-7M,1200,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-6STPD-10M,1600,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-6STPD-15M,1800,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-6STPD-20M,720,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-6STPD-50M,360,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-HF703,700,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-HF705,900,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-7SSTPD-2MY,900,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-7SSTPD-3MY,1050,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-7SSTPD-10MY,320,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-7SSTPD-2MR,900,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-7SSTPD-3MR,1050,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-7SSTPD-5MR,500,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-7SD-BK1M,1200,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-7SD-BK2M,1200,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-7SD-BK3M,300,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-7SD-BK5M,230,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-USB-AMAM-3M,1400,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-USB-AMAF-3M,1400,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-USB-AMBM-3M,1400,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-USB-AMBM-5M,1350,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-USB2.0-AMAF-S5M,700,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-USB-AM5P-0.15M,1000,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-USB3.0-AMBM-1.8M,650,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-USB3.0-FFS0.2M,400,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-SER-25MM-3M,400,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-SER-25MM-5M,600,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-SER-25MF-1.8M,700,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-PRT-25C-5M,200,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-SER-9FF-1.8M,4000,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-SER-9FF-10M,540,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-SER-9MF-1.8M,5000,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-SER-9MF-3M,1600,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-SER-9MF-10M,720,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-HDMI-HMF-1M,850,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-HDMI-HMF-2M,900,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-HDMI-HMF-3M,400,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-DVI19M-HDMI-1.5M,1200,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-DVI19M-HDMI-2M,900,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-DVI19M-HDMI-3M,800,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-DVI19M-1.8M,800,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-DVI19M-3M,600,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-DVI-VGA-1.8M,210,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-H21AOC-10M,20,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-H21AOC-15M,20,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-H21AOC-20M,20,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-H21AOC-30M,20,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-H21AOC-40M,10,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-HAP21AOC-10M,20,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-HD21-2M,800,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-HDMI-AD20-1M,1000,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-PS2-6MM-1.8M,4800,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-PS2-6MF-5M,760,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-RGB-15MM-1.8M,1360,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-RGB-15MF-5M,150,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-2RST-1.5M,500,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-2RST-3M,420,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-2RCA-MM-3M,440,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-CCTP-10M,450,,remark=VR,26968__new order-2026-0612.xlsx
2026-06-12,LS-CCTP-15M,200,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-CCTP-20M,160,,remark=VR,26968__new order-2026-0612.xlsx
2026-06-12,LS-ANT-MMG-2M,1100,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-ANT-MMG-5M,900,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-ANT-MFG-5M,300,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-ANT-MFG-10M,200,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-FMD-LCLC-10M,240,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-OM3-LCLC-1M,300,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-OM3-LCLC-5M,600,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-OM4-LCLC-1M,150,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-FSD-LCSC-10M,120,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-FSD-SCSC-5M,80,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-OM3-LC-1.5M,300,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-OM3-SC-1.5M,300,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-DP15,600,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-DP15-2M,240,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-DP19,600,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-DP29,600,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-EXT310,160,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-CON-S15M,2000,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-PASS-DB9F,3000,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-PASS-DB9M,5000,,,26968__new order-2026-0612.xlsx
2026-06-12,LSN-CON66,30000,,,26968__new order-2026-0612.xlsx
2026-06-12,LSN-CAT5E-STP,30000,,,26968__new order-2026-0612.xlsx
2026-06-12,LSN-CAT6-UTP,50000,,,26968__new order-2026-0612.xlsx
2026-06-12,LSN-CAT6-STP,30000,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-CUP-YD6C,1600,,,26968__new order-2026-0612.xlsx
2026-06-12,LSN-BOOT-COVER-GR,30000,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-BOOT-CG7,25000,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-BOOT-CB7,15000,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-DC-RJ45-BKC,20000,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-DC-USBPE-WHC,50000,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-DC-USBPE-BKC,50000,,,26968__new order-2026-0612.xlsx
2026-06-12,LSP-6IC-UJW,5000,,,26968__new order-2026-0612.xlsx
2026-06-12,LSP-6IC-FJM,5000,,,26968__new order-2026-0612.xlsx
2026-06-12,LSP-6IC-UKWT,5000,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-P197-2410G,200,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-WP162P,500,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-WP161S,360,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-STR-R10,1000,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-1000H,20,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-1200H,30,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-500HB,50,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-750HB,20,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-1000HB,20,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-1200HB,30,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-1600HB,10,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-1800HB,10,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-2000HB,20,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-1200HS,20,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-1800HS,20,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-2000HS,20,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-1000HQ,10,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-1200HQ,10,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-SSHE-1220H,30,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-SSHE-1220HB,40,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-SSHE-7520HS,50,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-SHE-1000HB,30,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-SHE-7520HS,50,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-FSI,200,,,26968__new order-2026-0612.xlsx
2026-06-12,LS-FSB,200,,,26968__new order-2026-0612.xlsx
2026-07-09,LS-C5U305BK,100,,,27526__new order-2026-0709-1.xlsx
2026-07-09,LS-C6OD300,100,,,27526__new order-2026-0709-1.xlsx
2026-07-09,LS-5UTPD-2MBK,1700,,,27526__new order-2026-0709-1.xlsx
2026-07-09,LS-5UTPD-5MBK,1000,,,27526__new order-2026-0709-1.xlsx
2026-07-09,LS-5UTPD-10MBK,600,,,27526__new order-2026-0709-1.xlsx
2026-07-09,LS-5UTPD-5MR,700,,,27526__new order-2026-0709-1.xlsx
2026-07-09,LS-5STPD-10M,600,,,27526__new order-2026-0709-1.xlsx
2026-07-09,LS-5STPD-15M,400,,,27526__new order-2026-0709-1.xlsx
2026-07-09,LS-5STPD-20M,240,,,27526__new order-2026-0709-1.xlsx
2026-07-09,LS-5STPC-5M,800,,remark=VR,27526__new order-2026-0709-1.xlsx
2026-07-09,LS-5STPC-10M,400,,,27526__new order-2026-0709-1.xlsx
2026-07-09,LS-6UTPD-7MG,1200,,,27526__new order-2026-0709-1.xlsx
2026-07-09,LS-6UTPD-20MG,2000,,,27526__new order-2026-0709-1.xlsx
2026-07-09,LS-F6-UTPD-1M,1500,,,27526__new order-2026-0709-1.xlsx
2026-07-09,LS-F6-UTPD-2M,1500,,,27526__new order-2026-0709-1.xlsx
2026-07-09,LS-F6-UTPD-3M,1000,,,27526__new order-2026-0709-1.xlsx
2026-07-09,LS-SL6-3W,680,,,27526__new order-2026-0709-1.xlsx
2026-07-09,LS-6STPD-2M,4500,,,27526__new order-2026-0709-1.xlsx
2026-07-09,LS-6STPD-5M,3000,,,27526__new order-2026-0709-1.xlsx
2026-07-09,LS-7SSTPD-2MG,2700,,,27526__new order-2026-0709-1.xlsx
2026-07-09,LS-7SSTPD-5MG,2000,,,27526__new order-2026-0709-1.xlsx
2026-07-09,LS-7SSTPD-7MG,1000,,,27526__new order-2026-0709-1.xlsx
